geometry,moreinfo,statname,dwrabbrev,wdid,usgsstatid,datasource,structtype,stattype,statstatus,variable,stage,amount,units,flag,div,wd,county,utmx,utmy,locaccuracy,latdecdeg,longdecdeg,datetime
"X: -11727940.6299735, Y: 4541031.67600245, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HURREDCO&MTYPE=DISCHRG,"HUERFANO R AT MANZANARES XING, NR REDWING, CO",HURREDCO,,7111000,Co. Division of Water Resources,,Stream,Active,DISCHRG,3.13,7.73,CFS,,2,79,HUERFANO,468816.3,4175663,,37.727712,-105.353887,8/13/2018 12:15
"X: -11702152.1573683, Y: 4745692.45277417, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06701620,"TROUT CREEK BLW FERN CR NR WESTCREEK, CO.         ",TROWESCO,801818,6701620,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,4.5,CFS,,1,8,DOUGLAS,489442.5,4335370.5,User supplied,39.167491,-105.122211,8/13/2018 12:00
"X: -11766502.7260472, Y: 4820592.88106087, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06714800,"LEAVENWORTH CREEK @ MOUTH NR GEORGETOWN, CO",LVNGEOCO,702346,6714800,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,3.38,CFS,,1,7,CLEAR CREEK,439952,4393275.8,User supplied,39.68721,-105.700282,8/13/2018 12:00
"X: -12123292.9385715, Y: 4585705.99324401, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09168730,DOLORES RIVER NEAR SLICKROCK,DOLSLICO,,9168730,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,12.2,CFS,,7,71,SAN MIGUEL,157260.5,4217950.3,User supplied,38.044437,-108.905383,8/13/2018 12:00
"X: -11753283.6748093, Y: 4717061.64758089, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLAHARCO&MTYPE=DISCHRG,SOUTH PLATTE RIVER ABOVE ELEVENMILE RESERVOIR,PLAHARCO,2302933,6695000,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,1.24,128,CFS,,1,23,PARK,449621,4313364.5,User supplied,38.967805,-105.581544,8/13/2018 12:30
"X: -11976501.4270702, Y: 4756345.39095187, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=OWECRECO&MTYPE=DISCHRG,"OWENS CREEK DITCH NEAR RENO MOUNTAIN, CO",OWECRECO,,,Co. Division of Water Resources,,Stream,No gag,DISCHRG,-0.12,0,CFS,,5,72,MESA,276758.9,4346781.8,User supplied,39.241645,-107.586732,7/9/2018 12:15
"X: -11867463.5436513, Y: 4695747.80741472, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=TAYRESCO&MTYPE=STORAGE,"TAYLOR PARK RESERVOIR AT TAYLOR PARK, CO.",TAYRESCO,,9108500,Co. Division of Water Resources,,Stream,Active,STORAGE,9309.17,68580,AF,,4,59,GUNNISON,360469,4297894,User supplied,38.818789,-106.607239,8/13/2018 12:30
"X: -11826870.7795422, Y: 4724843.76864768, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CCBCCRCO&MTYPE=DISCHRG,CLEAR CREEK BELOW CLEAR CREEK RESERVOIR,CCBCCRCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.91,23.1,CFS,,2,11,CHAFFEE,392434.8,4319967.5,,39.022147,-106.242586,8/13/2018 12:15
"X: -11568634.1933086, Y: 4912702.57948796, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLAWELCO&MTYPE=DISCHRG,SOUTH PLATTE RIVER NEAR WELDONA,PLAWELCO,103204,6758500,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,2.05,147,CFS,,1,1,MORGAN,591518.4,4463944.5,,40.321018,-103.922814,8/13/2018 12:45
"X: -12105047.8760223, Y: 4442940.56832025, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09371000,MANCOS RIVER NEAR TOWAOC,MANTOWCO,,9371000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0,CFS,,7,34,MONTEZUMA,167151.8,4104472.2,User supplied,37.027494,-108.741485,8/13/2018 12:00
"X: -11730137.0817345, Y: 4648484.83841269, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07094500,ARKANSAS RIVER AT PARKDALE,ARKPARCO,,7094500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,367,CFS,,2,12,FREMONT,467416.7,4259941.3,User supplied,38.487219,-105.373604,8/13/2018 11:45
"X: -11804353.0170192, Y: 4813723.98371919, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09051050,"STRAIGHT CR BLW LASKEY GULCH NR DILLON, CO",STRABLCO,,9051050,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,3.68,CFS,,5,36,SUMMIT,410734.7,4388286.7,User supplied,39.639709,-106.040296,8/13/2018 12:00
"X: -11986086.8700601, Y: 4551602.53095385, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09359010,MINERAL CREEK AT SILVERTON,MINASICO,,9359010,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,23.5,CFS,,7,30,SAN JUAN,264683.3,4187298.4,User supplied,37.802774,-107.67284,8/13/2018 12:30
"X: -11718957.438981, Y: 4692045.52689464, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PISOUTCO&MTYPE=DISCHRG,MT PISGAH OUTFLOW,PISOUTCO,,PISOUTCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.21,3.24,CFS,,2,12,TELLER,476276.4,4293826.5,,38.792867,-105.27319,8/13/2018 12:15
"X: -12135569.7201902, Y: 4484388.05570789, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09372000,MCELMO CREEK NEAR COLORADO-UTAH STATE LINE,MCELMSCO,,9372000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,2.79,CFS,,7,32,MONTEZUMA,144146.5,4138401.5,User supplied,37.324159,-109.015667,8/13/2018 12:30
"X: -11765705.5017307, Y: 4581360.02679636, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=NOCRESCO&MTYPE=DISCHRG,"CRESTONE CREEK, NORTH NEAR CRESTONE",NOCRESCO,,8227500,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.44,1.1,CFS,,3,25,SAGUACHE,439156.8,4207560,,38.013691,-105.693129,8/13/2018 12:30
"X: -11722498.0397549, Y: 4856007.10956783, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BOCELSCO&MTYPE=DISCHRG,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,BOCELSCO,603610,,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,2.28,22.5,CFS,,1,6,BOULDER,473940.9,4420209,,39.931597,-105.30499,8/13/2018 12:15
"X: -11476984.7607987, Y: 4597637.97672495, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARF125CO&MTYPE=DISCHRG,"ARF HEADGATE 125 (GAGEBY, UPPER)",ARF125CO,,ARF125CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,-1.43,0,CFS,,2,67,BENT,666574,4221812,,,,8/13/2018 12:30
"X: -11422609.7829151, Y: 4599641.37176208, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARF259CO&MTYPE=DISCHRG,ARF HEADGATE 259 (WHEATRIDGE) ,ARF259CO,,ARF259CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.04,0.03,CFS,,2,67,PROWERS,709351,4224373,,,,8/13/2018 12:15
"X: -11361177.0279827, Y: 4876439.52305038, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RRCCPLCO&MTYPE=DISCHRG,"REPUBLICAN RIVER COMPACT COMPLIANCE PIPELINE NEAR LAIRD, CO",RRCCPLCO,6504500,6504500A,Co. Division of Water Resources,Reservoir,Stream,Active,DISCHRG,-0.02,0,CFS,,1,65,YUMA,750782,4439915,,40.072199,-102.05919,8/13/2018 12:15
"X: -11749944.1505077, Y: 4493084.25352606, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=TRISMICO&MTYPE=DISCHRG,TRINCHERA CREEK BELOW SMITH RESERVOIR,TRISMICO,3502105,8243500,Co. Division of Water Resources,Measuring Point,Stream,Active,DISCHRG,2.91,3.34,CFS,,3,35,COSTILLA,451175.8,4137865,,37.386261,-105.551542,8/13/2018 12:45
"X: -11824390.6691402, Y: 4720955.34595752, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07087050,ARKANSAS RIVER BELOW GRANITE,ARKBGNCO,,7087050,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,203,CFS,,2,11,CHAFFEE,394323.1,4316929.2,GPS,38.994994,-106.220298,8/13/2018 11:45
"X: -11764312.3607176, Y: 4721213.76837693, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLASPICO&MTYPE=DISCHRG,SOUTH PLATTE RIVER ABOVE SPINNEY RESERVOIR,PLASPICO,2302903,6694920,City of Aurora  (Station cooperator),Stream Gage,Stream,Active,DISCHRG,0.35,17.7,CFS,,1,23,PARK,441062.2,4316641.5,User supplied,38.996808,-105.680618,8/13/2018 12:45
"X: -11507533.7574477, Y: 4929330.34426818, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PRESPDCO&MTYPE=DISCHRG,PREWITT RESERVOIR DELIVERY TO SOUTH PLATTE DITCH,PRESPDCO,6403552,,Co. Division of Water Resources,Reservoir,Stream,Active,DISCHRG,-0.47,0,CFS,,1,64,WASHINGTON,637919.9,4477287.5,,40.434815,-103.373933,8/13/2018 12:45
"X: -11635512.8458045, Y: 4456763.64378847, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RACRSTCO&MTYPE=DISCHRG,"RATON CREEK ABOVE STARKVILLE, CO",RACRSTCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,2.82,0.02,CFS,,2,19,LAS ANIMAS,542319.7,4109018.8,,37.126571,-104.523587,8/13/2018 12:30
"X: -11807742.0467209, Y: 4776375.60045792, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HSPCOMCO&MTYPE=DISCHRG3,HOOSIER PASS TUNNEL AT INLET (NORTH PORTAL),HSPCOMCO,,,City of Colorado Springs  (Station cooperator),,Stream,Active,DISCHRG3,-0.03,0,CFS,,5,36,SUMMIT,407780.7,4359589.5,User supplied,39.380874,-106.070748,8/13/2018 12:00
"X: -11671475.7082915, Y: 4679859.48629465, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07105945,"ROCK CREEK ABOVE FORT CARSON RESERVATION, CO.",ROCAFOCO,,7105945,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.1,CFS,,2,10,EL PASO,513334.2,4284328.7,User supplied,38.707493,-104.84664,8/13/2018 11:45
"X: -12077932.4305269, Y: 4505158.78184636, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09166500,DOLORES RIVER AT DOLORES,DOLDOLCO,7102204,9166500,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,160,CFS,,7,71,MONTEZUMA,190656,4153027,User supplied,37.47239,-108.497903,8/13/2018 12:45
"X: -11909173.6155488, Y: 4550249.11519605, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RIOMARCO&MTYPE=DISCHRG,RIO GRANDE RIVER AT MARSHALL PARK CAMPGROUND NEAR CREEDE,RIOMARCO,,RIOMARCO,Co. Division of Water Resources,,Stream,Site d,DISCHRG,3.56,-888,CFS,M,3,20,MINERAL,325496.7,4184716.8,,37.793166,-106.981916,11/1/2017 15:30
"X: -11857919.2034873, Y: 4495572.08483125, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=WFKMOUCO&MTYPE=DISCHRG,WIGHTMAN FORK AT MOUTH NEAR JASPER,WFKMOUCO,,8235290,Co. Division of Water Resources,,Stream,Active,DISCHRG,3.5,3.01,CFS,,3,21,RIO GRANDE,365339.2,4140778.3,,37.404014,-106.521503,8/13/2018 12:00
"X: -11436177.6703297, Y: 4597124.23484741, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=JBS186CO&MTYPE=DISCHRG,JBS GATE 186,JBS186CO,,JBS186CO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0,0,CFS,,2,67,PROWERS,698717,4222131,,,,8/13/2018 12:45
"X: -11820763.0416069, Y: 4468435.99415217, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LAJCAPCO&MTYPE=DISCHRG,LAJARA CREEK AT GALLEGOS RANCH NEAR CAPULIN,LAJCAPCO,,8238000,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.71,3.11,CFS,,3,21,CONEJOS,394611.6,4118842.5,,37.21012,-106.187717,8/13/2018 12:15
"X: -11850954.6370594, Y: 4774328.41512545, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HOMOUTCO&MTYPE=DISCHRG2,HOMESTAKE RESERVOIR (OUTFLOW),HOMOUTCO,,,City of Colorado Springs  (Station cooperator),,Stream,Active,DISCHRG2,0.45,4.01,CFS,,5,37,EAGLE,374320.9,4358480.1,User supplied,39.366647,-106.458926,8/13/2018 12:00
"X: -11712761.8063622, Y: 4878488.87190614, Z: NaN",http://www.northernwater.org/WaterProjects/EastSlopeWaterData.aspx,BOULDER RESERVOIR INLET,BFCINFCO,504515,ES1916,Northern Colorado Water Conservancy District (Data Provider),Reservoir,Stream,Active,DISCHRG,2.78,72,CFS,,1,6,BOULDER,481456,4437356,User supplied,40.086278,-105.217519,8/13/2018 12:00
"X: -11692219.769821, Y: 4815550.02164428, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BCRSHECO&MTYPE=DISCHRG,BEAR CREEK AT SHERIDAN,BCRSHECO,902958,6711500,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,2.28,7.23,CFS,,1,9,ARAPAHOE,497170,4389172,,39.652346,-105.032997,8/13/2018 12:15
"X: -11786280.4487151, Y: 4506339.37002299, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RIOALACO&MTYPE=DISCHRG,RIO GRANDE RIVER AT ALAMOSA,RIOALACO,,8223000,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.11,12.4,CFS,,3,20,ALAMOSA,422377.4,4148573.8,,37.480814,-105.877963,8/13/2018 12:30
"X: -11738476.1968896, Y: 4609141.09228055, Z: NaN",http://www.uawcd.com/dcs_siteinfo.php#20C,GRAPE CREEK BELOW DEWEESE RESERVOIR,GRABDWCO,,20C,Upper Arkansas Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,,2.9,CFS,,2,13,CUSTER,460734,4229215,,38.210041,-105.448516,8/13/2018 11:00
"X: -11803394.4298189, Y: 4787176.75276967, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09046490,"BLUE RIVER AT BLUE RIVER, CO.",BLUABLCO,,9046490,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,16.3,CFS,,5,36,SUMMIT,411239.6,4367869.3,User supplied,39.455821,-106.031685,8/13/2018 12:45
"X: -11778672.0330299, Y: 4601682.46709756, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MAJVILCO&MTYPE=DISCHRG,MAJOR CREEK NEAR VILLA GROVE,MAJVILCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.11,0.5,CFS,,3,25,SAGUACHE,429070.8,4223586,User supplied,38.157382,-105.809609,8/13/2018 12:30
"X: -11838618.84026, Y: 4757402.58015786, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07081200,"ARKANSAS RIVER NEAR LEADVILLE, CO.",ARKLEACO,,7081200,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,18.6,CFS,,2,11,LAKE,383672.7,4345274.9,GPS,39.249,-106.348111,8/13/2018 12:15
"X: -11677722.7757303, Y: 4717454.52200367, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07103800,"WEST MONUMENT CREEK AT AIR FORCE ACADEMY, CO.",MONAIRCO,,7103800,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,3.92,CFS,,2,10,EL PASO,508423.8,4313512.7,User supplied,38.970548,-104.902758,8/13/2018 11:45
"X: -11358938.4853987, Y: 4584845.13102597, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07137000,"FRONTIER DITCH, KS",FRODITKS,,7137000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,28.3,CFS,,2,67,,759854.3,4214209,User supplied,38.038346,-102.039071,8/13/2018 11:45
"X: -11722432.3485813, Y: 4884325.82135074, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LEFCRECO&MTYPE=DISCHRG,"LEFT HAND CREEK NEAR BOULDER, CO.",LEFCRECO,503201,6724500,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,0.7,25.8,CFS,,1,5,BOULDER,474065.2,4441829,User supplied,40.126389,-105.304404,8/13/2018 12:15
"X: -11643758.3204341, Y: 4544417.73752365, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CUCBCRCO&MTYPE=DISCHRG,CUCHARAS RIVER BELOW CUCHARAS RESERVOIR,CUCBCRCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,-0.59,0,CFS,,2,16,HUERFANO,535444,4178349,,37.751766,-104.597661,8/13/2018 12:30
"X: -11876621.439719, Y: 4450994.22835676, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=NAVBANCO&MTYPE=DISCHRG,NAVAJO RIVER AT BANDED PEAK RANCH NEAR CHROMO,NAVBANCO,,9344000,Co. Division of Water Resources,,Stream,Active,DISCHRG,2.17,24,CFS,,7,77,ARCHULETA,349837.3,4105662.5,,37.085231,-106.689509,8/13/2018 12:15
"X: -11735632.709957, Y: 4856016.12115151, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BOCPINCO&MTYPE=DISCHRG,SOUTH BOULDER CREEK ABOVE GROSS RESERVOIR AT PINECLIFFE,BOCPINCO,603608,,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,0.57,38.5,CFS,,1,6,BOULDER,463859.2,4420257,,39.931659,-105.422985,8/13/2018 12:45
"X: -11899138.3490358, Y: 4904419.422158, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09237450,YAMPA RIVER ABOVE STAGECOACH RESERVOIR,YAMSTACO,,9237450,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,33.3,CFS,,6,58,ROUTT,339138.6,4458804.9,User supplied,40.264261,-106.891767,8/13/2018 12:45
"X: -11922321.7894527, Y: 4552047.56440529, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SAMRESCO&MTYPE=STORAGE,SANTA MARIA RESERVOIR NEAR CREEDE,SAMRESCO,,SAMRESCO,Co. Division of Water Resources,,Stream,Active,STORAGE,52.4,21097,AF,,3,20,MINERAL,315127.9,4186360.5,,37.805932,-107.100028,8/13/2018 12:30
"X: -11948354.3397888, Y: 4643855.86990897, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BLMRESCO&MTYPE=STORAGE,BLUE MESA RESERVOIR,BLMRESCO,,,National Weather Service (Station cooperator),,Stream,Active,STORAGE,7460.71,375255,AF,,4,62,GUNNISON,296350,4258843,User supplied,38.454669,-107.333893,8/13/2018 12:00
"X: -11885985.279139, Y: 4627174.94931198, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09118450,COCHETOPA CREEK BELOW ROCK CREEK NEAR PARLIN,CHETOPCO,,9118450,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,6.06,CFS,,4,28,SAGUACHE,344991.6,4244720,User supplied,38.337222,-106.773611,8/13/2018 12:15
"X: -11774636.0690314, Y: 4770833.38062242, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=JEFSNYCO&MTYPE=DISCHRG,JEFFERSON CREEK BELOW SYNDER CREEK,JEFSNYCO,2302917,,City of Aurora  (Station cooperator),Stream Gage,Stream,Active,DISCHRG,0.74,4.4,CFS,,1,23,PARK,433358.2,4355056,User supplied,39.342376,-105.773358,8/13/2018 12:45
"X: -11546731.4022949, Y: 4572957.08816659, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CATAGTCO&MTYPE=DISCHRG,CATLIN AUGMENTATION STATION AT TIMPAS CREEK,CATAGTCO,,CATAGTCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.01,0.01,CFS,,2,17,OTERO,611921.8,4201497.5,,37.954189,-103.726043,8/13/2018 12:15
"X: -11886051.2230739, Y: 4741904.02506799, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09073300,ROARING FORK RIVER ABOVE DIFFICULT CREEK NEAR ASPEN,ROADIFCO,,9073300,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,18.6,CFS,,5,38,PITKIN,346669.1,4333933.6,User supplied,39.1411,-106.774204,8/13/2018 12:45
"X: -11700135.8407318, Y: 4791388.55203139, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLAKASCO&MTYPE=DISCHRG,SOUTH PLATTE RIVER AT LAST CHANCE DIVERSION NEAR KASSLER,PLAKASCO,801821,PLAKASCO,Co. Division of Water Resources,Stream Gage,Stream,No gag,DISCHRG,2.19,55.1,CFS,,1,8,JEFFERSON,491047.8,4370608,,39.485027,-105.104098,6/26/2018 13:15
"X: -11684929.0097014, Y: 4542923.85255357, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SPJVRFCO&MTYPE=DISCHRG,SPANISH PEAKS JV RETURN FLOW,SPJVRFCO,,SPJVRFCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.01,0.01,CFS,,2,79,HUERFANO,502864,4177096,,,,8/13/2018 12:15
"X: -11657215.2675782, Y: 4617842.06371412, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARKPUECO&MTYPE=DISCHRG,ARKANSAS RIVER ABOVE PUEBLO,ARKPUECO,,7099400,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.8,70.1,CFS,,2,14,PUEBLO,524620.4,4235969,,38.271437,-104.718551,8/13/2018 12:15
"X: -11780918.2458728, Y: 4864538.45804066, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09027100,"FRASER RIVER AT TABERNASH, CO",FRATBRCO,,9027100,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,27.9,CFS,,5,51,GRAND,429159.9,4427013.9,,39.990333,-105.829778,8/13/2018 12:15
"X: -11933852.3719085, Y: 4563651.74212976, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=NCLCONCO&MTYPE=DISCHRG,NORTH CLEAR CREEK BELOW CONTINENTAL RESERVOIR,NCLCONCO,,8214500,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.18,1.26,CFS,,3,20,HINSDALE,306223.9,4195705,,37.888253,-107.203619,8/13/2018 12:15
"X: -11771459.6307924, Y: 4849036.75416706, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=FRAJIMCO&MTYPE=DISCHRG,"FRASER-JIM CREEK DIVERSION AT WINTER PARK, CO",FRAJIMCO,,,Denver Water Board (Station cooperator),,Stream,Active,DISCHRG,0.49,4.8,CFS,,5,51,GRAND,436315,4415099,User supplied,39.886654,-105.757507,8/13/2018 12:15
"X: -11554773.3043022, Y: 4605358.28066695, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BOBCRKCO&MTYPE=DISCHRG,BOB CREEK AT COLORADO CANAL,BOBCRKCO,,,City of Colorado Springs  (Station cooperator),,Stream,Active,DISCHRG,-0.62,-999,CFS,B,2,17,CROWLEY,605246,4226839.1,User supplied,38.183335,-103.798285,8/13/2018 12:15
"X: -11867682.8099199, Y: 4695682.65069378, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09109000,"TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO.",TAYBERCO,,9109000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,223,CFS,,4,59,GUNNISON,360297.1,4297846.4,User supplied,38.818327,-106.609198,8/13/2018 12:00
"X: -11831245.9258239, Y: 4974181.16975417, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MICWLDCO&MTYPE=DISCHRG,"MICHIGAN RIVER AT WALDEN, CO.",MICWLDCO,,6617100,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.14,8.77,CFS,,6,47,JACKSON,391769.3,4510771,,40.740777,-106.281894,8/13/2018 12:15
"X: -11669283.2584958, Y: 4641929.64478911, Z: NaN",http://waterdata.usgs.gov/nwis/uv?382628104493700,TURKEY CR WEST SEEP BL TELLER RES NR STONE CITY,TURWESCO,1003608,3.82628E+14,U.S. Geological Survey (Data Provider),Reservoir,Stream,Active,DISCHRG,,0,CFS,,2,10,PUEBLO,515102.3,4254773.2,GPS,38.441111,-104.826944,8/13/2018 12:00
"X: -11874874.9883322, Y: 4771248.71816925, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=FRYTHOCO&MTYPE=DISCHRG,FRYINGPAN RIVER NEAR THOMASVILLE,FRYTHOCO,,9078600,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.74,24.7,CFS,,5,38,PITKIN,355765.1,4356427,,39.345262,-106.673818,8/13/2018 12:30
"X: -11873097.4720379, Y: 4628278.73677632, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RAZAVUCO&MTYPE=DISCHRG,RAZOR CREEK ABOVE VOUGA RESERVOIR NEAR DOYLEVILLE,RAZAVUCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.04,0.2,CFS,,4,28,SAGUACHE,355126,4245395,,38.345005,-106.657849,8/13/2018 12:30
"X: -12048830.6167243, Y: 4877288.10051753, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09306222,PICEANCE CREEK AT WHITE RIVER,PICRAWCO,,9306222,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.36,CFS,,6,43,RIO BLANCO,224024.7,4441438.6,User supplied,40.078026,-108.236475,8/13/2018 12:30
"X: -11690799.2322116, Y: 4886131.12822812, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06730500,"BOULDER CREEK AT MOUTH, NEAR LONGMONT, CO.",BOCLONCO,603601,6730500,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,3.92,CFS,,1,6,WELD,498277,4443161,User supplied,40.138778,-105.020222,8/13/2018 12:30
